,iid_pid,gender,condtn,samerace,race_o,field_cd,race,goal,date,go_out,career_c,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,match
3482,3322,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,17.0,23.0,1731.0,1346.0,1731.0,1923.0,1923.0,1346.0,7.0,9.0,9.0,9.0,9.0,9.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3483,3321,1,2,0,1.0,10.0,2.0,1.0,6.0,3.0,7.0,8.0,31.0,1458.0,1667.0,2083.0,1875.0,1667.0,125.0,8.0,8.0,8.0,8.0,8.0,8.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3484,3320,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,55.0,23.0,1538.0,1731.0,1923.0,1923.0,1154.0,1731.0,10.0,8.0,6.0,5.0,9.0,5.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3485,3319,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,9.0,26.0,1961.0,1569.0,1765.0,1569.0,1765.0,1373.0,8.0,7.0,8.0,9.0,8.0,7.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3486,3318,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,18.0,22.0,16.0,20.0,18.0,20.0,18.0,8.0,8.0,3.0,9.0,8.0,9.0,7.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3487,3317,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,46.0,22.0,1538.0,1923.0,1923.0,1923.0,1538.0,1154.0,9.0,9.0,9.0,8.0,9.0,4.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3488,3316,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,47.0,25.0,1538.0,1731.0,1731.0,1731.0,1731.0,1538.0,7.0,7.0,8.0,7.0,7.0,7.0608955424556274,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3489,3315,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,32.0,25.0,1321.0,1887.0,1887.0,1698.0,1698.0,1509.0,7.0,10.0,8.0,9.0,7.99048910876882,8.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,1
3490,3314,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,13.0,30.0,175.0,175.0,20.0,125.0,20.0,125.0,2.0,2.0,10.0,6.0,10.0,2.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3491,3313,1,2,0,4.0,10.0,2.0,1.0,6.0,3.0,7.0,-43.0,23.0,1538.0,1923.0,1731.0,1923.0,962.0,1923.0,6.0,6.0,8.0,6.0,6.0,5.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3492,3312,1,2,0,6.0,10.0,2.0,1.0,6.0,3.0,7.0,4.0,24.0,14.0,18.0,20.0,18.0,16.0,14.0,7.0,7.0,7.0,7.0,7.0,4.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3493,3311,1,2,0,4.0,10.0,2.0,1.0,6.0,3.0,7.0,-4.0,25.0,1765.0,1765.0,1765.0,1569.0,1569.0,1569.0,3.0,3.0,5.0,3.0,6.0,6.752218005714817,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3494,3310,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,49.0,27.0,1538.0,1923.0,1923.0,1923.0,1346.0,1346.0,8.0,8.0,9.0,9.0,8.0,6.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,1
3495,3309,1,2,1,2.0,10.0,2.0,1.0,6.0,3.0,7.0,33.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,8.0,9.0,8.0,6.0,7.0,7.0,28.0,7.0,1.0,30146.0,8.0,5.0,7.0,7.0,1.0,1.0,5.0,3.0,3.0,8.0,5.0,1.0,5.0,2.0,6.0,1.0,1.0,3.0,21.43000030517578,16.670000076293945,21.43000030517578,16.670000076293945,11.899999618530273,11.899999618530273,0
3496,3308,1,2,0,3.0,10.0,4.0,3.0,7.0,3.0,2.0,9.0,25.0,1552.0,1724.0,1724.0,1724.0,1724.0,1552.0,6.0,8.0,9.0,7.0,7.0,6.0,24.0,1.0,4.0,52291.13711752265,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3497,3307,1,2,0,3.0,10.0,4.0,3.0,7.0,3.0,2.0,14.0,27.0,1429.0,1837.0,1837.0,1633.0,1837.0,1429.0,6.0,10.0,10.0,6.0,10.0,6.0,24.0,1.0,4.0,48982.953376934,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,1
3498,3306,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,-21.0,28.0,1636.0,1636.0,1818.0,1818.0,1636.0,1455.0,7.0,10.0,10.0,6.0,10.0,6.0,24.0,1.0,4.0,52596.68070139392,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3499,3305,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,31.0,29.0,20.0,1556.0,20.0,1556.0,1111.0,1778.0,5.0,8.0,8.4090036023492,1.0,7.391394728921041,1.0,24.0,1.0,4.0,45631.74437632588,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3500,3304,1,2,0,1.0,10.0,4.0,3.0,7.0,3.0,2.0,51.0,28.0,1304.0,2174.0,1739.0,1739.0,1522.0,1522.0,5.0,6.0,7.0,5.0,7.37072655773331,5.0,24.0,1.0,4.0,60521.42612223823,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3501,3303,1,2,0,1.0,10.0,4.0,3.0,7.0,3.0,2.0,53.0,25.0,1154.0,1346.0,1923.0,1923.0,1923.0,1731.0,5.0,8.0,8.0,8.0,8.0,8.0,24.0,1.0,4.0,65732.92283499496,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3502,3302,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,-56.0,23.0,1731.0,1346.0,1731.0,1923.0,1923.0,1346.0,6.0,6.0,8.0,2.0,4.0,4.0,24.0,1.0,4.0,60208.29957850212,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3503,3301,1,2,0,1.0,10.0,4.0,3.0,7.0,3.0,2.0,85.0,31.0,1458.0,1667.0,2083.0,1875.0,1667.0,125.0,7.0,8.0,9.0,9.0,7.0,7.0,24.0,1.0,4.0,58103.93528278424,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3504,3300,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,64.0,23.0,1538.0,1731.0,1923.0,1923.0,1154.0,1731.0,5.0,9.0,9.0,5.0,5.0,5.0,24.0,1.0,4.0,48489.521188218554,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3505,3299,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,-8.0,26.0,1961.0,1569.0,1765.0,1569.0,1765.0,1373.0,2.0,6.0,5.0,2.0,3.0,2.0,24.0,1.0,4.0,52862.97252487392,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3506,3298,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,-1.0,22.0,16.0,20.0,18.0,20.0,18.0,8.0,6.0,7.0,10.0,7.0,10.0,6.67622982325853,24.0,1.0,4.0,30256.425537165127,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3507,3297,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,-11.0,22.0,1538.0,1923.0,1923.0,1923.0,1538.0,1154.0,4.0,9.0,9.0,6.0,7.0,3.0,24.0,1.0,4.0,57530.197660196674,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3508,3296,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,-39.0,25.0,1538.0,1731.0,1731.0,1731.0,1731.0,1538.0,5.0,8.0,8.0,4.0,7.722526925975724,6.490217020273889,24.0,1.0,4.0,52706.561609659555,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3509,3295,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,61.0,25.0,1321.0,1887.0,1887.0,1698.0,1698.0,1509.0,5.0,10.0,9.0,6.0,9.0,6.561736792794441,24.0,1.0,4.0,65696.04288785269,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3510,3294,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,2.0,30.0,175.0,175.0,20.0,125.0,20.0,125.0,5.0,9.0,9.0,4.0,9.0,4.0,24.0,1.0,4.0,57664.02502487554,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3511,3293,1,2,1,4.0,10.0,4.0,3.0,7.0,3.0,2.0,2.0,23.0,1538.0,1923.0,1731.0,1923.0,962.0,1923.0,8.0,8.0,8.0,8.0,8.0,5.0,24.0,1.0,4.0,58029.953230604515,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3512,3292,1,2,0,6.0,10.0,4.0,3.0,7.0,3.0,2.0,63.0,24.0,14.0,18.0,20.0,18.0,16.0,14.0,7.0,7.0,7.0,7.0,7.0,4.0,24.0,1.0,4.0,46567.60273578986,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3513,3291,1,2,1,4.0,10.0,4.0,3.0,7.0,3.0,2.0,52.0,25.0,1765.0,1765.0,1765.0,1569.0,1569.0,1569.0,2.0,5.0,3.0,2.0,7.01976891013127,7.713892675718559,24.0,1.0,4.0,56426.640582859094,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3514,3290,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,26.0,27.0,1538.0,1923.0,1923.0,1923.0,1346.0,1346.0,8.0,9.0,10.0,5.0,5.0,5.0,24.0,1.0,4.0,48065.304911138344,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3515,3289,1,2,0,2.0,10.0,4.0,3.0,7.0,3.0,2.0,-5.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,7.0,10.0,10.0,6.0,10.0,5.0,24.0,1.0,4.0,31904.66972702101,3.0,1.0,2.0,8.0,4.0,5.0,8.0,4.0,6.0,9.0,2.0,4.0,7.0,8.0,9.0,2.0,8.0,7.0,13.510000228881836,18.920000076293945,21.6200008392334,13.510000228881836,13.510000228881836,18.920000076293945,0
3516,3288,1,2,0,3.0,8.0,2.0,2.0,6.0,3.0,7.0,51.0,25.0,1552.0,1724.0,1724.0,1724.0,1724.0,1552.0,8.0,8.0,10.0,9.0,10.0,8.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,1
3517,3287,1,2,0,3.0,8.0,2.0,2.0,6.0,3.0,7.0,12.0,27.0,1429.0,1837.0,1837.0,1633.0,1837.0,1429.0,8.0,7.0,8.0,7.0,8.0,6.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3518,3286,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,56.0,28.0,1636.0,1636.0,1818.0,1818.0,1636.0,1455.0,7.0,6.0,8.0,8.0,10.0,2.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3519,3285,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,25.0,29.0,20.0,1556.0,20.0,1556.0,1111.0,1778.0,6.0,6.0,5.0,9.0,5.0,5.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3520,3284,1,2,0,1.0,8.0,2.0,2.0,6.0,3.0,7.0,-3.0,28.0,1304.0,2174.0,1739.0,1739.0,1522.0,1522.0,8.0,8.0,8.0,7.897529588673517,8.0,5.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3521,3283,1,2,0,1.0,8.0,2.0,2.0,6.0,3.0,7.0,-15.0,25.0,1154.0,1346.0,1923.0,1923.0,1923.0,1731.0,8.0,9.0,9.0,9.0,9.0,9.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,1
3522,3282,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,24.0,23.0,1731.0,1346.0,1731.0,1923.0,1923.0,1346.0,8.0,10.0,7.0,9.0,7.0,8.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,1
3523,3281,1,2,0,1.0,8.0,2.0,2.0,6.0,3.0,7.0,21.0,31.0,1458.0,1667.0,2083.0,1875.0,1667.0,125.0,8.0,8.0,8.0,8.0,8.0,7.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3524,3280,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,28.0,23.0,1538.0,1731.0,1923.0,1923.0,1154.0,1731.0,2.0,7.0,5.0,4.0,9.0,2.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3525,3279,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,31.0,26.0,1961.0,1569.0,1765.0,1569.0,1765.0,1373.0,7.0,7.0,6.0,6.0,6.0,5.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3526,3278,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,35.0,22.0,16.0,20.0,18.0,20.0,18.0,8.0,8.0,6.0,8.0,7.0,8.0,7.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3527,3277,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,46.0,22.0,1538.0,1923.0,1923.0,1923.0,1538.0,1154.0,8.0,7.0,8.0,8.0,9.0,7.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3528,3276,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,13.0,25.0,1538.0,1731.0,1731.0,1731.0,1731.0,1538.0,6.0,7.0,7.0,6.854125430482191,8.294828616090587,7.148954046572778,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3529,3275,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,-2.0,25.0,1321.0,1887.0,1887.0,1698.0,1698.0,1509.0,7.0,8.0,7.0,7.0,7.0,7.505772697436309,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3530,3274,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,65.0,30.0,175.0,175.0,20.0,125.0,20.0,125.0,4.0,10.0,10.0,6.0,8.0,4.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3531,3273,1,2,0,4.0,8.0,2.0,2.0,6.0,3.0,7.0,-2.0,23.0,1538.0,1923.0,1731.0,1923.0,962.0,1923.0,5.0,5.0,5.0,5.0,5.0,5.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3532,3272,1,2,0,6.0,8.0,2.0,2.0,6.0,3.0,7.0,46.0,24.0,14.0,18.0,20.0,18.0,16.0,14.0,7.0,7.0,7.0,7.0,7.0,3.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3533,3271,1,2,0,4.0,8.0,2.0,2.0,6.0,3.0,7.0,-1.0,25.0,1765.0,1765.0,1765.0,1569.0,1569.0,1569.0,5.0,5.0,4.0,2.0,3.0,3.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3534,3270,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,-12.0,27.0,1538.0,1923.0,1923.0,1923.0,1346.0,1346.0,9.0,7.0,7.0,6.0,6.0,6.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3535,3269,1,2,1,2.0,8.0,2.0,2.0,6.0,3.0,7.0,57.0,24.0,16.0,16.0,20.0,16.0,18.0,14.0,10.0,8.0,7.0,7.0,9.0,6.0,26.0,7.0,7.0,56118.0,7.0,7.0,7.0,10.0,9.0,7.0,2.0,6.0,5.0,10.0,8.0,8.0,9.0,5.0,7.0,5.0,1.0,5.0,20.0,16.0,18.0,16.0,16.0,14.0,0
3536,3268,1,2,0,3.0,8.0,2.0,2.0,3.0,1.0,6.0,34.0,25.0,1552.0,1724.0,1724.0,1724.0,1724.0,1552.0,9.0,8.0,10.0,8.0,9.0,7.0,23.0,1.0,3.0,22805.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,3.0,25.639999389648438,17.950000762939453,15.380000114440918,20.510000228881836,10.260000228881836,10.260000228881836,0
3537,3267,1,2,0,3.0,8.0,2.0,2.0,3.0,1.0,6.0,2.0,27.0,1429.0,1837.0,1837.0,1633.0,1837.0,1429.0,8.0,7.0,8.0,7.0,8.0,6.0,23.0,1.0,3.0,22805.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,3.0,25.639999389648438,17.950000762939453,15.380000114440918,20.510000228881836,10.260000228881836,10.260000228881836,1
3538,3266,1,2,1,2.0,8.0,2.0,2.0,3.0,1.0,6.0,-13.0,28.0,1636.0,1636.0,1818.0,1818.0,1636.0,1455.0,10.0,8.0,8.0,9.0,9.0,6.0,23.0,1.0,3.0,22805.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,3.0,25.639999389648438,17.950000762939453,15.380000114440918,20.510000228881836,10.260000228881836,10.260000228881836,0
3539,3265,1,2,1,2.0,8.0,2.0,2.0,3.0,1.0,6.0,26.0,29.0,20.0,1556.0,20.0,1556.0,1111.0,1778.0,10.0,10.0,8.0,10.0,6.674670841191587,6.733029889964522,23.0,1.0,3.0,22805.0,10.0,7.0,8.0,6.0,7.0,7.0,3.0,2.0,8.0,4.0,5.0,6.0,7.0,4.0,9.0,2.0,4.0,3.0,25.639999389648438,17.950000762939453,15.380000114440918,20.510000228881836,10.260000228881836,10.260000228881836,0
