,iid_pid,iid,id,partner,pid,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,gender,idg,condtn,match,samerace,race_o,field_cd,race,from,zipcode,goal,date,go_out,career_c
4027,2777.0,202.0,9.0,9.0,222.0,2.0,27.0,952.0,1905.0,2381.0,1905.0,476.0,2381.0,6.0,4.0,7.0,7.0,8.0,2.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,0,1,2.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4028,2776.0,202.0,9.0,8.0,221.0,49.0,27.0,1556.0,1778.0,1778.0,1778.0,1778.0,1333.0,8.0,8.0,8.0,7.0,7.0,3.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,0,0,4.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4029,2775.0,202.0,9.0,7.0,220.0,-15.0,25.0,1667.0,1667.0,1667.0,1667.0,1481.0,1852.0,8.0,8.0,8.0,8.0,8.0,8.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,0,0,6.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4030,2774.0,202.0,9.0,6.0,219.0,27.0,26.0,1628.0,1628.0,186.0,1628.0,1628.0,1628.0,4.0,7.0,7.0,5.0,5.0,5.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,0,1,2.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4031,2773.0,202.0,9.0,5.0,218.0,-3.0,24.0,2051.0,513.0,2308.0,1282.0,1795.0,2051.0,6.0,6.0,8.0,5.0,5.0,6.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,0,1,2.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4032,2772.0,202.0,9.0,4.0,217.0,8.0,26.0,2128.0,1702.0,2128.0,1277.0,638.0,2128.0,5.0,7.0,9.0,6.0,8.0,7.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,1,1,2.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4033,2771.0,202.0,9.0,3.0,216.0,5.0,27.0,75.0,175.0,20.0,225.0,125.0,20.0,9.0,9.0,9.0,9.0,9.0,9.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,0,1,2.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4034,2770.0,202.0,9.0,2.0,215.0,43.0,26.0,1489.0,1915.0,2128.0,1915.0,1489.0,1064.0,3.0,7.0,7.0,5.0,5.0,4.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,0,0,4.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4035,2769.0,202.0,9.0,1.0,214.0,16.0,23.0,1702.0,2128.0,1702.0,2128.0,1489.0,851.0,9.0,8.0,9.0,9.0,9.0,6.0,22.0,8.0,5.0,40244.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0,3.0,15.380000114440918,19.229999542236328,19.229999542236328,19.229999542236328,15.380000114440918,11.539999961853027,0,17,2,0,1,2.0,2.0,2.0,"Silver Spring, MD","20,903",2.0,6.0,2.0,2.0
4036,2768.0,201.0,8.0,20.0,233.0,28.0,29.0,14.0,20.0,18.0,16.0,14.0,18.0,7.0,8.0,8.0,8.0,8.0,5.178548255997478,25.0,8.0,8.0,40244.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,0,4.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4037,2767.0,201.0,8.0,19.0,232.0,-18.0,31.0,1778.0,1778.0,1778.0,1778.0,1333.0,1556.0,6.0,6.0,7.0,6.0,6.0,4.0,25.0,8.0,8.0,41191.40425546193,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4038,2766.0,201.0,8.0,18.0,231.0,-34.0,30.0,186.0,2093.0,2326.0,2326.0,233.0,1163.0,6.0,6.0,6.0,5.0,7.0,8.0,25.0,8.0,8.0,41465.10744456667,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,0,3.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4039,2765.0,201.0,8.0,17.0,230.0,-83.0,42.0,2381.0,2381.0,2381.0,2381.0,238.0,238.0,9.0,8.0,9.0,9.0,5.0,5.0,25.0,8.0,8.0,38086.49997701398,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,1,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4040,2764.0,201.0,8.0,16.0,229.0,47.0,28.0,2143.0,1667.0,2143.0,1667.0,119.0,119.0,5.0,8.0,7.0,5.0,5.0,5.0,25.0,8.0,8.0,38292.554140794426,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4041,2763.0,201.0,8.0,15.0,228.0,-39.0,24.0,1351.0,1892.0,2162.0,1351.0,1351.0,1892.0,6.0,7.0,7.0,5.0,5.0,3.0,25.0,8.0,8.0,41169.346228159025,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,0,4.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4042,2762.0,201.0,8.0,14.0,227.0,13.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,6.0,8.0,8.0,6.0,7.0,6.0,25.0,8.0,8.0,37977.34181605884,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4043,2761.0,201.0,8.0,13.0,226.0,19.0,23.0,2564.0,1795.0,1538.0,2051.0,1026.0,1026.0,6.0,7.0,7.0,7.0,5.0,6.0,25.0,8.0,8.0,38280.88869733454,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4044,2760.0,201.0,8.0,12.0,225.0,-25.0,28.0,1471.0,1471.0,1471.0,1471.0,2059.0,2059.0,5.0,7.0,7.0,7.0,8.0,6.0,25.0,8.0,8.0,41319.717075584405,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,0,3.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4045,2759.0,201.0,8.0,11.0,224.0,2.0,32.0,1724.0,1724.0,1724.0,1724.0,1379.0,1724.0,6.0,6.0,7.0,6.0,6.0,5.0,25.0,8.0,8.0,38678.54804295147,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4046,2758.0,201.0,8.0,10.0,223.0,-7.0,28.0,1739.0,1739.0,1957.0,1957.0,1087.0,1522.0,8.0,9.0,8.0,8.0,6.0,7.0,25.0,8.0,8.0,38438.86356402,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4047,2757.0,201.0,8.0,9.0,222.0,-41.0,27.0,952.0,1905.0,2381.0,1905.0,476.0,2381.0,5.0,4.0,4.0,4.0,4.0,2.0,25.0,8.0,8.0,41347.79893794012,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4048,2756.0,201.0,8.0,8.0,221.0,-23.0,27.0,1556.0,1778.0,1778.0,1778.0,1778.0,1333.0,7.0,7.0,8.0,8.0,8.0,5.0,25.0,8.0,8.0,41028.32644688824,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,0,4.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4049,2755.0,201.0,8.0,7.0,220.0,13.0,25.0,1667.0,1667.0,1667.0,1667.0,1481.0,1852.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,8.0,8.0,38152.583009743306,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,0,6.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4050,2754.0,201.0,8.0,6.0,219.0,-12.0,26.0,1628.0,1628.0,186.0,1628.0,1628.0,1628.0,5.0,8.0,6.0,5.0,5.0,6.0,25.0,8.0,8.0,36544.47384472304,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4051,2753.0,201.0,8.0,5.0,218.0,-24.0,24.0,2051.0,513.0,2308.0,1282.0,1795.0,2051.0,6.0,6.0,6.0,5.0,5.0,4.0,25.0,8.0,8.0,41243.77977147641,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4052,2752.0,201.0,8.0,4.0,217.0,-43.0,26.0,2128.0,1702.0,2128.0,1277.0,638.0,2128.0,5.0,7.0,6.0,5.0,4.0,5.0,25.0,8.0,8.0,41346.01483811861,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4053,2751.0,201.0,8.0,3.0,216.0,-33.0,27.0,75.0,175.0,20.0,225.0,125.0,20.0,9.0,9.0,9.0,9.0,9.0,9.0,25.0,8.0,8.0,38274.060740455985,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4054,2750.0,201.0,8.0,2.0,215.0,41.0,26.0,1489.0,1915.0,2128.0,1915.0,1489.0,1064.0,6.0,8.0,9.0,5.0,8.0,5.0,25.0,8.0,8.0,41088.3816999862,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,0,4.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4055,2749.0,201.0,8.0,1.0,214.0,21.0,23.0,1702.0,2128.0,1702.0,2128.0,1489.0,851.0,9.0,7.0,8.0,6.0,8.0,6.0,25.0,8.0,8.0,38731.348822499924,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,15.380000114440918,17.309999465942383,17.309999465942383,17.309999465942383,17.309999465942383,15.380000114440918,0,15,2,0,1,2.0,8.0,2.0,New York,"7,726",1.0,4.0,2.0,7.0
4056,2748.0,200.0,7.0,20.0,233.0,-8.0,29.0,14.0,20.0,18.0,16.0,14.0,18.0,8.0,7.0,7.0,7.0,8.0,7.371721364281265,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,0,4.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4057,2747.0,200.0,7.0,19.0,232.0,72.0,31.0,1778.0,1778.0,1778.0,1778.0,1333.0,1556.0,8.0,8.0,9.0,10.0,9.0,9.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4058,2746.0,200.0,7.0,18.0,231.0,82.0,30.0,186.0,2093.0,2326.0,2326.0,233.0,1163.0,8.0,8.0,7.0,8.0,6.0,8.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,0,3.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4059,2745.0,200.0,7.0,17.0,230.0,6.0,42.0,2381.0,2381.0,2381.0,2381.0,238.0,238.0,6.0,6.0,6.0,4.0,7.0,6.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4060,2744.0,200.0,7.0,16.0,229.0,32.0,28.0,2143.0,1667.0,2143.0,1667.0,119.0,119.0,8.0,8.0,6.0,6.0,6.0,3.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,1,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4061,2743.0,200.0,7.0,15.0,228.0,61.0,24.0,1351.0,1892.0,2162.0,1351.0,1351.0,1892.0,4.0,7.0,7.0,4.0,5.0,4.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,0,4.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4062,2742.0,200.0,7.0,14.0,227.0,-2.0,26.0,20.0,16.0,18.0,16.0,16.0,14.0,8.0,7.0,8.0,7.0,8.0,8.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4063,2741.0,200.0,7.0,13.0,226.0,41.0,23.0,2564.0,1795.0,1538.0,2051.0,1026.0,1026.0,7.0,7.0,8.0,7.0,7.0,7.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4064,2740.0,200.0,7.0,12.0,225.0,38.0,28.0,1471.0,1471.0,1471.0,1471.0,2059.0,2059.0,7.0,7.0,8.0,6.0,9.0,8.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,0,3.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4065,2739.0,200.0,7.0,11.0,224.0,38.0,32.0,1724.0,1724.0,1724.0,1724.0,1379.0,1724.0,9.0,6.0,6.0,7.0,6.0,5.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,1,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4066,2738.0,200.0,7.0,10.0,223.0,18.0,28.0,1739.0,1739.0,1957.0,1957.0,1087.0,1522.0,8.0,9.0,8.0,8.0,7.0,6.366360679567809,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4067,2737.0,200.0,7.0,9.0,222.0,71.0,27.0,952.0,1905.0,2381.0,1905.0,476.0,2381.0,8.0,6.0,4.0,6.0,8.0,4.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4068,2736.0,200.0,7.0,8.0,221.0,-7.0,27.0,1556.0,1778.0,1778.0,1778.0,1778.0,1333.0,7.0,6.0,7.0,7.0,6.0,5.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,0,4.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4069,2735.0,200.0,7.0,7.0,220.0,44.0,25.0,1667.0,1667.0,1667.0,1667.0,1481.0,1852.0,9.0,9.0,9.0,8.0,9.0,10.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,0,6.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4070,2734.0,200.0,7.0,6.0,219.0,76.0,26.0,1628.0,1628.0,186.0,1628.0,1628.0,1628.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4071,2733.0,200.0,7.0,5.0,218.0,69.0,24.0,2051.0,513.0,2308.0,1282.0,1795.0,2051.0,7.0,6.0,7.0,6.0,6.0,6.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4072,2732.0,200.0,7.0,4.0,217.0,65.0,26.0,2128.0,1702.0,2128.0,1277.0,638.0,2128.0,7.0,7.0,7.0,5.0,7.0,5.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,1,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4073,2731.0,200.0,7.0,3.0,216.0,15.0,27.0,75.0,175.0,20.0,225.0,125.0,20.0,8.0,8.0,8.0,8.0,8.0,5.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4074,2730.0,200.0,7.0,2.0,215.0,-8.0,26.0,1489.0,1915.0,2128.0,1915.0,1489.0,1064.0,8.0,7.0,7.0,8.0,6.0,6.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,0,4.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4075,2729.0,200.0,7.0,1.0,214.0,59.0,23.0,1702.0,2128.0,1702.0,2128.0,1489.0,851.0,9.0,5.0,6.0,7.0,6.0,5.0,25.0,1.0,1.0,35867.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0,5.0,13.210000038146973,18.8700008392334,18.8700008392334,16.979999542236328,16.979999542236328,15.09000015258789,0,13,2,0,1,2.0,8.0,2.0,Northern California,"95,404",1.0,7.0,2.0,9.0
4076,2728.0,199.0,6.0,20.0,233.0,-23.0,29.0,14.0,20.0,18.0,16.0,14.0,18.0,9.0,7.0,8.0,9.0,8.0,3.78890682279505,30.0,2.0,1.0,32649.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0,4.0,17.5,17.5,20.0,12.5,20.0,12.5,0,11,2,0,0,4.0,7.0,2.0,New York,"10,012",4.0,5.0,3.0,2.0
