,iid_pid,gender,condtn,samerace,race_o,field_cd,race,goal,date,go_out,career_c,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,imprelig,income,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
820,7625,1,2,1,2,8.0,2,2,4,1,7.0,26.0,23.0,20.0,20.0,20.0,15.0,10.0,15.0,9.0,7.0,7.0,8.0,8.0,5.043525461880159,30.0,3.0,4.0,79075.77856882743,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
821,7626,1,2,0,4,8.0,2,2,4,1,7.0,-7.0,27.0,58.0,5.0,8.0,10.0,7.0,12.0,6.0,7.0,8.0,7.0,7.0,6.0,30.0,3.0,4.0,37333.325270036825,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
822,7627,1,2,0,3,8.0,2,2,4,1,7.0,5.0,30.0,15.0,20.0,20.0,20.0,5.0,10.0,5.0,5.0,7.0,7.0,5.0,4.0,30.0,3.0,4.0,46272.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
823,7628,1,2,1,2,8.0,2,2,4,1,7.0,-6.0,23.0,20.0,25.0,25.0,30.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,7.3200185751802005,30.0,3.0,4.0,36742.857932125786,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
824,7629,1,2,1,2,8.0,2,2,4,1,7.0,18.0,26.0,40.0,5.0,30.0,15.0,5.0,5.0,6.0,5.0,8.0,5.0,8.0,6.0,30.0,3.0,4.0,36987.56060550561,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
825,7630,1,2,0,6,8.0,2,2,4,1,7.0,-11.0,28.0,25.0,15.0,25.0,15.0,10.0,10.0,8.076706332571744,7.449841920641812,7.696979936594855,7.696979936594855,7.0,6.909060190215438,30.0,3.0,4.0,76235.06554204345,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
826,7631,1,2,1,2,8.0,2,2,4,1,7.0,13.0,26.0,10.0,30.0,20.0,15.0,15.0,10.0,9.0,7.0,8.0,9.0,8.0,5.375604466418307,30.0,3.0,4.0,33098.06679982131,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
827,7632,1,2,1,2,8.0,2,2,4,1,7.0,-16.0,22.0,10.0,20.0,15.0,20.0,15.0,20.0,10.0,8.0,9.0,9.0,7.0,8.0,30.0,3.0,4.0,56076.001890799926,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
828,7633,1,2,0,4,8.0,2,2,4,1,7.0,0.0,27.0,10.0,25.0,20.0,20.0,5.0,20.0,8.0,3.0,7.0,6.0,8.0,6.0,30.0,3.0,4.0,52153.52356444992,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
829,7634,1,2,0,4,8.0,2,2,4,1,7.0,2.0,25.0,15.0,20.0,25.0,20.0,10.0,10.0,8.0,8.0,9.0,8.0,8.0,7.0,30.0,3.0,4.0,49195.4951964174,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
830,7635,1,2,1,2,8.0,2,2,4,1,7.0,38.0,24.0,10.0,15.0,30.0,20.0,15.0,10.0,9.0,8.0,8.0,9.0,8.0,8.0,30.0,3.0,4.0,55137.99999999999,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
831,7636,1,2,0,3,8.0,2,2,4,1,7.0,-28.0,26.0,10.0,10.0,30.0,20.0,10.0,15.0,9.0,7.0,8.0,5.0,7.335082518223355,5.0,30.0,3.0,4.0,46274.54075038092,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
832,7637,1,2,0,6,8.0,2,2,4,1,7.0,5.0,24.0,50.0,20.0,10.0,5.0,10.0,5.0,6.0,5.0,8.0,8.0,7.0,2.0,30.0,3.0,4.0,36275.76315392167,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
833,7638,1,2,0,3,8.0,2,2,4,1,7.0,3.0,29.0,40.0,10.0,30.0,10.0,10.0,6.604762620053352,3.0,3.0,2.0,3.0,1.0,2.0,30.0,3.0,4.0,36530.771842066526,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
834,7639,1,2,0,4,8.0,2,2,4,1,7.0,19.0,22.0,10.0,25.0,25.0,10.0,10.0,20.0,6.0,6.0,7.0,5.0,5.0,5.818481157352211,30.0,3.0,4.0,44952.500150454136,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
835,7640,1,2,0,4,8.0,2,2,4,1,7.0,13.0,22.0,20.0,20.0,10.0,15.0,5.0,30.0,7.0,8.0,8.0,7.0,7.0,9.0,30.0,3.0,4.0,49622.70241399802,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,8.0,35.0,10.0,20.0,25.0,5.0,5.0
836,7641,1,2,0,4,8.0,2,2,3,1,7.0,58.0,28.0,10.0,20.0,30.0,10.0,10.0,20.0,5.0,4.0,7.0,6.0,7.0,6.0,30.0,1.0,1.0,78844.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
837,7642,1,2,0,3,8.0,2,2,3,1,7.0,15.0,26.0,25.0,25.0,25.0,12.0,3.0,10.0,6.0,5.0,6.0,4.0,6.0,4.471228843512851,30.0,1.0,1.0,48274.40574047139,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
838,7643,1,2,0,4,8.0,2,2,3,1,7.0,37.0,23.0,20.0,10.0,10.0,30.0,15.0,15.0,7.0,7.0,6.0,7.0,3.0,6.0,30.0,1.0,1.0,62771.469136312466,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
839,7644,1,2,1,2,8.0,2,2,3,1,7.0,32.0,25.00799863075579,20.0,20.0,20.0,20.0,5.0,15.0,8.0,7.0,9.0,8.0,8.0,7.0,30.0,1.0,1.0,73667.12192626554,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
840,7645,1,2,1,2,8.0,2,2,3,1,7.0,6.0,23.0,20.0,20.0,20.0,20.0,5.0,15.0,6.0,5.0,5.0,6.0,5.0,5.0,30.0,1.0,1.0,47668.9986194914,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
841,7646,1,2,1,2,8.0,2,2,3,1,7.0,65.0,23.0,20.0,20.0,20.0,15.0,5.0,20.0,7.0,8.0,9.0,5.0,7.0,5.0,30.0,1.0,1.0,50272.025781509736,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
842,7647,1,2,1,2,8.0,2,2,3,1,7.0,4.0,23.0,20.0,20.0,20.0,15.0,10.0,15.0,6.0,8.0,8.0,7.0,6.0,6.000728356220442,30.0,1.0,1.0,47617.7734936901,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
843,7648,1,2,0,4,8.0,2,2,3,1,7.0,37.0,27.0,58.0,5.0,8.0,10.0,7.0,12.0,6.0,9.0,7.0,6.0,7.0,6.0,30.0,1.0,1.0,47564.953166658044,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
844,7649,1,2,0,3,8.0,2,2,3,1,7.0,49.0,30.0,15.0,20.0,20.0,20.0,5.0,10.0,6.0,5.0,8.0,5.0,5.0,7.0,30.0,1.0,1.0,71994.75533390559,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
845,7650,1,2,1,2,8.0,2,2,3,1,7.0,24.0,23.0,20.0,25.0,25.0,30.0,5.0,5.0,7.0,8.0,9.0,9.0,7.0,6.04552553155435,30.0,1.0,1.0,62849.284680731216,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
846,7651,1,2,1,2,8.0,2,2,3,1,7.0,6.0,26.0,40.0,5.0,30.0,15.0,5.0,5.0,7.0,5.0,7.0,7.0,7.0,5.0,30.0,1.0,1.0,46841.58371097123,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
847,7652,1,2,0,6,8.0,2,2,3,1,7.0,44.0,28.0,25.0,15.0,25.0,15.0,10.0,10.0,7.0,6.0,6.0,6.0,4.0,5.0,30.0,1.0,1.0,73616.73951208456,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
848,7653,1,2,1,2,8.0,2,2,3,1,7.0,-6.0,26.0,10.0,30.0,20.0,15.0,15.0,10.0,8.0,6.0,7.0,7.0,7.0,7.0,30.0,1.0,1.0,57785.27414399901,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
849,7654,1,2,1,2,8.0,2,2,3,1,7.0,67.0,22.0,10.0,20.0,15.0,20.0,15.0,20.0,7.0,9.0,9.0,7.0,8.0,7.0,30.0,1.0,1.0,58534.86851090809,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
850,7655,1,2,0,4,8.0,2,2,3,1,7.0,19.0,27.0,10.0,25.0,20.0,20.0,5.0,20.0,5.0,4.0,8.0,5.0,7.0,8.0,30.0,1.0,1.0,57456.32507694871,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
851,7656,1,2,0,4,8.0,2,2,3,1,7.0,3.0,25.0,15.0,20.0,25.0,20.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,30.0,1.0,1.0,58341.80304265571,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
852,7657,1,2,1,2,8.0,2,2,3,1,7.0,48.0,24.0,10.0,15.0,30.0,20.0,15.0,10.0,7.0,8.0,8.0,7.0,9.0,7.0,30.0,1.0,1.0,71060.66487245297,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
853,7658,1,2,0,3,8.0,2,2,3,1,7.0,28.0,26.0,10.0,10.0,30.0,20.0,10.0,15.0,8.0,5.0,7.0,6.0,7.0,5.0,30.0,1.0,1.0,58155.09826510252,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
854,7659,1,2,0,6,8.0,2,2,3,1,7.0,32.0,24.0,50.0,20.0,10.0,5.0,10.0,5.0,4.0,4.0,6.0,4.0,5.0,3.0,30.0,1.0,1.0,50298.82271431173,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
855,7660,1,2,0,3,8.0,2,2,3,1,7.0,-45.0,29.0,40.0,10.0,30.0,10.0,10.0,3.373054681586129,1.0,1.0,3.0,3.0,3.0,1.0,30.0,1.0,1.0,54362.07398017988,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
856,7661,1,2,0,4,8.0,2,2,3,1,7.0,2.0,22.0,10.0,25.0,25.0,10.0,10.0,20.0,5.0,5.0,5.0,4.0,5.0,5.0,30.0,1.0,1.0,57671.51257765628,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
857,7662,1,2,0,4,8.0,2,2,3,1,7.0,1.0,22.0,20.0,20.0,10.0,15.0,5.0,30.0,7.0,8.0,6.0,6.0,7.0,5.0,30.0,1.0,1.0,56891.418892010144,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,6.0,25.0,20.0,20.0,20.0,0.0,15.0
858,7663,1,2,0,4,8.0,2,1,6,1,7.0,23.0,28.0,10.0,20.0,30.0,10.0,10.0,20.0,8.0,5.0,8.0,6.0,8.0,5.0,30.0,8.0,8.0,48137.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
859,7664,1,2,0,3,8.0,2,1,6,1,7.0,7.0,26.0,25.0,25.0,25.0,12.0,3.0,10.0,8.0,8.0,7.0,5.0,6.0,5.0,30.0,8.0,8.0,15862.999999999998,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
860,7665,1,2,0,4,8.0,2,1,6,1,7.0,-2.0,23.0,20.0,10.0,10.0,30.0,15.0,15.0,5.0,3.0,5.0,5.0,2.0,2.0,30.0,8.0,8.0,15863.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
861,7666,1,2,1,2,8.0,2,1,6,1,7.0,-19.0,27.007189707917778,20.0,20.0,20.0,20.0,5.0,15.0,6.367331366280724,4.851370794237492,5.7565664033131005,5.316334316859638,4.978096329248347,4.094804390924391,30.0,8.0,8.0,26110.585350108882,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
862,7667,1,2,1,2,8.0,2,1,6,1,7.0,-1.0,23.0,20.0,20.0,20.0,20.0,5.0,15.0,5.0,3.0,4.0,6.0,4.0,4.0,30.0,8.0,8.0,15863.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
863,7668,1,2,1,2,8.0,2,1,6,1,7.0,25.0,23.0,20.0,20.0,20.0,15.0,5.0,20.0,8.0,7.0,7.0,6.0,7.0,4.0,30.0,8.0,8.0,67472.77705587231,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
864,7669,1,2,1,2,8.0,2,1,6,1,7.0,29.0,23.0,20.0,20.0,20.0,15.0,10.0,15.0,6.0,6.0,6.0,6.0,5.0,5.0,30.0,8.0,8.0,67970.47241584922,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
865,7670,1,2,0,4,8.0,2,1,6,1,7.0,-1.0,27.0,58.0,5.0,8.0,10.0,7.0,12.0,6.0,8.0,8.0,7.0,6.0,7.0,30.0,8.0,8.0,37009.555459676114,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
866,7671,1,2,0,3,8.0,2,1,6,1,7.0,-1.0,30.0,15.0,20.0,20.0,20.0,5.0,10.0,7.0,4.0,6.0,5.0,6.0,3.0,30.0,8.0,8.0,40956.58192581859,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
867,7672,1,2,1,2,8.0,2,1,6,1,7.0,-1.0,23.0,20.0,25.0,25.0,30.0,5.0,5.0,9.0,7.0,8.0,6.0,7.0,3.9135966516190623,30.0,8.0,8.0,26346.478744288932,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
868,7673,1,2,1,2,8.0,2,1,6,1,7.0,27.0,26.0,40.0,5.0,30.0,15.0,5.0,5.0,6.0,7.0,8.0,5.0,7.0,6.0,30.0,8.0,8.0,52535.592023909296,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
869,7674,1,2,0,6,8.0,2,1,6,1,7.0,-27.0,28.0,25.0,15.0,25.0,15.0,10.0,10.0,7.0,7.0,7.0,5.0,5.0,5.0,30.0,8.0,8.0,35338.965067976555,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
870,7675,1,2,1,2,8.0,2,1,6,1,7.0,1.0,26.0,10.0,30.0,20.0,15.0,15.0,10.0,9.0,7.0,8.0,9.0,8.0,6.0,30.0,8.0,8.0,28498.502553594593,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
871,7676,1,2,1,2,8.0,2,1,6,1,7.0,9.0,22.0,10.0,20.0,15.0,20.0,15.0,20.0,5.0,6.0,5.0,4.0,5.606019811367519,2.0,30.0,8.0,8.0,26145.928399809567,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
872,7677,1,2,0,4,8.0,2,1,6,1,7.0,48.0,27.0,10.0,25.0,20.0,20.0,5.0,20.0,7.0,5.0,7.0,7.0,7.0,5.0,30.0,8.0,8.0,61668.48610089221,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
873,7678,1,2,0,4,8.0,2,1,6,1,7.0,-36.0,25.0,15.0,20.0,25.0,20.0,10.0,10.0,8.0,6.0,7.0,7.0,7.0,4.0,30.0,8.0,8.0,26061.893411496818,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
874,7679,1,2,1,2,8.0,2,1,6,1,7.0,33.0,24.0,10.0,15.0,30.0,20.0,15.0,10.0,8.0,7.0,7.0,6.0,8.0,7.0,30.0,8.0,8.0,48616.81519675199,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
875,7680,1,2,0,3,8.0,2,1,6,1,7.0,-2.0,26.0,10.0,10.0,30.0,20.0,10.0,15.0,10.0,5.0,7.0,5.0,8.0,5.0,30.0,8.0,8.0,26216.022500901123,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
876,7681,1,2,0,6,8.0,2,1,6,1,7.0,9.0,24.0,50.0,20.0,10.0,5.0,10.0,5.0,7.0,5.0,8.0,6.0,8.0,2.0,30.0,8.0,8.0,27504.478861645755,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
877,7682,1,2,0,3,8.0,2,1,6,1,7.0,4.0,29.0,40.0,10.0,30.0,10.0,10.0,11.638961608148213,2.0,2.0,2.0,3.0,2.0,2.0,30.0,8.0,8.0,35605.65991104191,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
878,7683,1,2,0,4,8.0,2,1,6,1,7.0,12.0,22.0,10.0,25.0,25.0,10.0,10.0,20.0,6.0,7.0,7.0,5.0,5.0,5.0,30.0,8.0,8.0,49841.107097765365,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
879,7684,1,2,0,4,8.0,2,1,6,1,7.0,23.0,22.0,20.0,20.0,10.0,15.0,5.0,30.0,7.0,7.0,8.0,6.0,7.0,5.0,30.0,8.0,8.0,46939.749956575746,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,7.0,40.0,10.0,20.0,10.0,0.0,20.0
880,7685,1,2,0,4,8.0,2,1,7,1,7.0,43.0,28.0,10.0,20.0,30.0,10.0,10.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,2.0,3.0,54588.94587775648,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0
881,7686,1,2,0,3,8.0,2,1,7,1,7.0,7.0,26.0,25.0,25.0,25.0,12.0,3.0,10.0,9.0,9.0,10.0,9.0,5.942114751208124,6.0,28.0,2.0,3.0,47648.86342702934,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0
882,7687,1,2,0,4,8.0,2,1,7,1,7.0,17.0,23.0,20.0,10.0,10.0,30.0,15.0,15.0,4.0,5.0,5.0,5.0,3.0,3.0,28.0,2.0,3.0,47529.33475126953,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0
883,7688,1,2,1,2,8.0,2,1,7,1,7.0,26.0,23.35718695341759,20.0,20.0,20.0,20.0,5.0,15.0,7.0,9.0,9.0,6.0,8.0,7.0,28.0,2.0,3.0,63940.37703850462,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0
884,7689,1,2,1,2,8.0,2,1,7,1,7.0,34.0,23.0,20.0,20.0,20.0,20.0,5.0,15.0,8.0,2.0,5.0,5.0,5.0,5.0,28.0,2.0,3.0,62373.15951080572,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0
885,7690,1,2,1,2,8.0,2,1,7,1,7.0,46.0,23.0,20.0,20.0,20.0,15.0,5.0,20.0,8.0,9.0,7.0,6.0,5.0,5.0,28.0,2.0,3.0,48137.00000000001,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0
886,7691,1,2,1,2,8.0,2,1,7,1,7.0,-22.0,23.0,20.0,20.0,20.0,15.0,10.0,15.0,4.0,6.0,7.0,6.0,6.0,5.363410983440066,28.0,2.0,3.0,47976.232780325656,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0
