iid_pid,race,date,career_c,age_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,imprace,clubbing,concerts,music,match
3243,3.0,7.0,7.0,25.0,5.0,8.0,8.0,9.0,9.0,5.0,28.0,4.0,9.0,9.0,9.0,0
3242,3.0,7.0,7.0,23.0,7.0,6.0,7.0,8.0,6.0,6.0,28.0,4.0,9.0,9.0,9.0,0
3241,3.0,7.0,7.0,31.0,4.0,9.0,9.0,6.0,8.0,7.0,28.0,4.0,9.0,9.0,9.0,1
3240,3.0,7.0,7.0,23.0,6.0,8.0,8.0,6.0,8.0,4.0,28.0,4.0,9.0,9.0,9.0,0
3239,3.0,7.0,7.0,26.0,7.0,9.0,8.0,7.0,7.0,8.0,28.0,4.0,9.0,9.0,9.0,0
3238,3.0,7.0,7.0,22.0,6.0,9.0,8.0,8.0,8.0,7.429389427536501,28.0,4.0,9.0,9.0,9.0,0
3237,3.0,7.0,7.0,22.0,7.0,9.0,9.0,8.0,8.0,5.0,28.0,4.0,9.0,9.0,9.0,0
3236,3.0,7.0,7.0,25.0,5.0,8.0,8.0,7.0,9.0,9.3929565275473,28.0,4.0,9.0,9.0,9.0,0
3235,3.0,7.0,7.0,25.0,7.0,9.0,8.0,7.0,8.0,9.392420896688757,28.0,4.0,9.0,9.0,9.0,0
3234,3.0,7.0,7.0,30.0,7.0,10.0,8.0,6.0,7.0,2.0,28.0,4.0,9.0,9.0,9.0,0
3233,3.0,7.0,7.0,23.0,4.0,6.0,7.0,7.0,6.0,6.0,28.0,4.0,9.0,9.0,9.0,0
3232,3.0,7.0,7.0,24.0,7.0,7.0,7.0,7.0,7.0,4.0,28.0,4.0,9.0,9.0,9.0,0
3231,3.0,7.0,7.0,25.0,3.0,4.0,4.0,4.0,5.0,2.0,28.0,4.0,9.0,9.0,9.0,0
3230,3.0,7.0,7.0,27.0,6.0,7.0,8.0,9.0,8.0,7.0,28.0,4.0,9.0,9.0,9.0,1
3229,3.0,7.0,7.0,24.0,7.0,10.0,10.0,8.0,9.0,6.0,28.0,4.0,9.0,9.0,9.0,0
3228,2.0,7.0,15.0,25.0,6.0,8.0,8.0,7.0,6.0,7.0,32.0,1.0,8.0,2.0,4.0,0
3227,2.0,7.0,15.0,27.0,7.0,8.0,8.0,7.0,7.0,6.0,32.0,1.0,8.0,2.0,4.0,1
3226,2.0,7.0,15.0,28.0,5.0,9.0,9.0,5.0,9.0,7.0,32.0,1.0,8.0,2.0,4.0,0
3225,2.0,7.0,15.0,29.0,7.0,10.0,10.0,5.983335954191944,7.433609612088784,6.0,32.0,1.0,8.0,2.0,4.0,0
3224,2.0,7.0,15.0,28.0,7.0,7.0,10.0,7.575755066501776,8.0,7.441893924799864,32.0,1.0,8.0,2.0,4.0,0
3223,2.0,7.0,15.0,25.0,10.0,10.0,10.0,10.0,10.0,10.0,32.0,1.0,8.0,2.0,4.0,1
3222,2.0,7.0,15.0,23.0,4.0,8.0,7.0,8.0,7.0,4.0,32.0,1.0,8.0,2.0,4.0,0
3221,2.0,7.0,15.0,31.0,7.0,7.0,7.0,7.0,7.0,7.0,32.0,1.0,8.0,2.0,4.0,1
3220,2.0,7.0,15.0,23.0,10.0,10.0,10.0,7.0,7.0,9.0,32.0,1.0,8.0,2.0,4.0,0
3219,2.0,7.0,15.0,26.0,5.0,6.0,7.0,6.0,8.0,4.0,32.0,1.0,8.0,2.0,4.0,0
3218,2.0,7.0,15.0,22.0,4.0,7.0,9.0,3.0,8.0,6.737879656172009,32.0,1.0,8.0,2.0,4.0,0
3217,2.0,7.0,15.0,22.0,4.0,9.0,9.0,5.0,8.0,5.0,32.0,1.0,8.0,2.0,4.0,0
3216,2.0,7.0,15.0,25.0,4.0,7.0,8.0,8.001039054470782,8.311691390061522,6.461348099909313,32.0,1.0,8.0,2.0,4.0,0
3215,2.0,7.0,15.0,25.0,7.0,10.0,9.0,7.99909316725439,9.0,8.60641598842322,32.0,1.0,8.0,2.0,4.0,1
3214,2.0,7.0,15.0,30.0,3.0,10.0,10.0,4.0,10.0,2.0,32.0,1.0,8.0,2.0,4.0,0
3213,2.0,7.0,15.0,23.0,4.0,5.0,5.0,4.0,3.0,3.0,32.0,1.0,8.0,2.0,4.0,0
3212,2.0,7.0,15.0,24.0,8.0,8.0,8.0,7.0,7.0,4.0,32.0,1.0,8.0,2.0,4.0,0
3211,2.0,7.0,15.0,25.0,2.0,5.0,3.0,2.0,6.045839432106378,6.405334922552298,32.0,1.0,8.0,2.0,4.0,0
3210,2.0,7.0,15.0,27.0,8.0,8.0,10.0,6.0,7.0,7.0,32.0,1.0,8.0,2.0,4.0,0
3209,2.0,7.0,15.0,24.0,7.0,9.0,10.0,8.0,9.0,9.0,32.0,1.0,8.0,2.0,4.0,0
3208,2.0,4.0,2.0,25.0,7.0,8.0,8.0,8.0,7.0,7.0,28.0,6.0,8.0,6.0,7.0,0
3207,2.0,4.0,2.0,27.0,6.0,7.0,8.0,7.0,8.0,6.0,28.0,6.0,8.0,6.0,7.0,0
3206,2.0,4.0,2.0,28.0,5.0,10.0,9.0,6.0,9.0,7.0,28.0,6.0,8.0,6.0,7.0,0
3205,2.0,4.0,2.0,29.0,4.0,10.0,8.0,1.0,6.383415960582472,5.274006444035743,28.0,6.0,8.0,6.0,7.0,0
3204,2.0,4.0,2.0,28.0,5.0,7.0,5.0,5.0,6.0,7.455322151118894,28.0,6.0,8.0,6.0,7.0,0
3203,2.0,4.0,2.0,25.0,5.0,5.0,5.0,5.0,5.0,5.0,28.0,6.0,8.0,6.0,7.0,0
3202,2.0,4.0,2.0,23.0,3.0,8.0,7.0,3.0,7.0,3.0,28.0,6.0,8.0,6.0,7.0,0
3201,2.0,4.0,2.0,31.0,8.0,8.0,8.0,5.0,5.0,5.0,28.0,6.0,8.0,6.0,7.0,1
3200,2.0,4.0,2.0,23.0,6.0,7.0,6.0,4.0,4.0,4.0,28.0,6.0,8.0,6.0,7.0,0
3199,2.0,4.0,2.0,26.0,6.0,6.0,7.0,6.0,7.0,6.0,28.0,6.0,8.0,6.0,7.0,0
3198,2.0,4.0,2.0,22.0,5.0,8.0,8.0,7.0,9.0,6.781935294466414,28.0,6.0,8.0,6.0,7.0,0
3197,2.0,4.0,2.0,22.0,8.0,9.0,9.0,8.0,8.0,8.0,28.0,6.0,8.0,6.0,7.0,0
3196,2.0,4.0,2.0,25.0,6.0,8.0,9.0,8.041380045019139,9.0,7.038490169832034,28.0,6.0,8.0,6.0,7.0,0
3195,2.0,4.0,2.0,25.0,6.0,10.0,8.0,7.0,8.0,8.59940442947106,28.0,6.0,8.0,6.0,7.0,0
3194,2.0,4.0,2.0,30.0,2.0,10.0,10.0,5.0,10.0,10.0,28.0,6.0,8.0,6.0,7.0,0
3193,2.0,4.0,2.0,23.0,4.0,4.0,4.0,4.0,4.0,5.0,28.0,6.0,8.0,6.0,7.0,0
3192,2.0,4.0,2.0,24.0,7.0,7.0,7.0,7.0,7.0,5.0,28.0,6.0,8.0,6.0,7.0,0
3191,2.0,4.0,2.0,25.0,2.0,7.0,7.0,5.0,8.303057422114156,6.531404826753379,28.0,6.0,8.0,6.0,7.0,0
3190,2.0,4.0,2.0,27.0,6.0,8.0,10.0,5.0,7.0,6.0,28.0,6.0,8.0,6.0,7.0,0
3189,2.0,4.0,2.0,24.0,6.0,10.0,10.0,7.0,10.0,6.0,28.0,6.0,8.0,6.0,7.0,0
3188,2.0,6.0,2.0,25.0,6.0,8.0,9.0,5.0,6.0,6.0,27.0,8.0,7.0,10.0,8.0,0
3187,2.0,6.0,2.0,27.0,5.0,8.0,8.0,5.0,7.0,6.0,27.0,8.0,7.0,10.0,8.0,0
3186,2.0,6.0,2.0,28.0,4.0,10.0,10.0,5.0,7.0,6.0,27.0,8.0,7.0,10.0,8.0,0
3185,2.0,6.0,2.0,29.0,3.0,7.388498599009547,9.0,1.0,7.578735244299906,4.649424155372766,27.0,8.0,7.0,10.0,8.0,0
3184,2.0,6.0,2.0,28.0,3.0,7.680096380874136,7.0,6.274938925248212,6.0,4.976553370594773,27.0,8.0,7.0,10.0,8.0,0
3183,2.0,6.0,2.0,25.0,5.0,7.0,10.0,5.0,7.0,6.0,27.0,8.0,7.0,10.0,8.0,0
3182,2.0,6.0,2.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,8.0,7.0,10.0,8.0,0
3181,2.0,6.0,2.0,31.0,4.0,10.0,10.0,9.0,8.0,7.0,27.0,8.0,7.0,10.0,8.0,0
3180,2.0,6.0,2.0,23.0,3.0,10.0,10.0,5.0,8.0,6.0,27.0,8.0,7.0,10.0,8.0,0
3179,2.0,6.0,2.0,26.0,1.0,6.0,8.0,1.0,2.0,1.0,27.0,8.0,7.0,10.0,8.0,0
3178,2.0,6.0,2.0,22.0,3.0,9.0,10.0,2.0,9.0,3.0,27.0,8.0,7.0,10.0,8.0,0
3177,2.0,6.0,2.0,22.0,2.0,9.0,10.0,4.0,8.0,4.0,27.0,8.0,7.0,10.0,8.0,0
3176,2.0,6.0,2.0,25.0,1.0,7.0,8.675707890666637,1.0,7.349130597997474,4.648893869861341,27.0,8.0,7.0,10.0,8.0,0
3175,2.0,6.0,2.0,25.0,3.0,9.0,10.0,4.0,9.0,6.2686357468105,27.0,8.0,7.0,10.0,8.0,0
3174,2.0,6.0,2.0,30.0,2.0,9.0,9.0,9.0,2.0,2.0,27.0,8.0,7.0,10.0,8.0,0
3173,2.0,6.0,2.0,23.0,2.0,3.0,4.0,2.0,3.0,2.0,27.0,8.0,7.0,10.0,8.0,0
3172,2.0,6.0,2.0,24.0,7.0,7.0,7.0,7.0,7.0,4.0,27.0,8.0,7.0,10.0,8.0,0
3171,2.0,6.0,2.0,25.0,2.0,6.0,4.0,2.0,1.0,2.0,27.0,8.0,7.0,10.0,8.0,0
3170,2.0,6.0,2.0,27.0,4.0,5.0,10.0,5.0,6.0,4.0,27.0,8.0,7.0,10.0,8.0,0
3169,2.0,6.0,2.0,24.0,3.0,10.0,9.0,6.0,8.0,5.0,27.0,8.0,7.0,10.0,8.0,0
3168,4.0,6.0,7.0,25.0,8.0,9.0,10.0,6.0,9.0,7.0,27.0,6.0,7.0,4.0,4.0,0
3167,4.0,6.0,7.0,27.0,7.0,7.0,8.0,7.0,8.0,7.0,27.0,6.0,7.0,4.0,4.0,1
3166,4.0,6.0,7.0,28.0,6.0,10.0,10.0,6.0,10.0,10.0,27.0,6.0,7.0,4.0,4.0,0
3165,4.0,6.0,7.0,29.0,5.0,8.0,8.0,2.0,3.0,7.439530752856415,27.0,6.0,7.0,4.0,4.0,0
3164,4.0,6.0,7.0,28.0,8.0,7.0,9.0,7.0,7.0,6.085997588638998,27.0,6.0,7.0,4.0,4.0,0
3163,4.0,6.0,7.0,25.0,5.0,7.0,10.0,8.0,7.0,7.0,27.0,6.0,7.0,4.0,4.0,0
3162,4.0,6.0,7.0,23.0,6.0,7.0,9.0,6.0,7.0,6.0,27.0,6.0,7.0,4.0,4.0,0
3161,4.0,6.0,7.0,31.0,8.0,7.0,8.0,6.0,7.0,5.0,27.0,6.0,7.0,4.0,4.0,1
3160,4.0,6.0,7.0,23.0,8.0,8.0,8.0,8.0,8.0,6.0,27.0,6.0,7.0,4.0,4.0,1
3159,4.0,6.0,7.0,26.0,4.0,7.0,9.0,5.0,6.0,6.0,27.0,6.0,7.0,4.0,4.0,0
3158,4.0,6.0,7.0,22.0,3.0,7.0,8.0,7.699369448174009,9.0,3.0,27.0,6.0,7.0,4.0,4.0,0
3157,4.0,6.0,7.0,22.0,6.0,9.0,9.0,7.0,8.0,5.0,27.0,6.0,7.0,4.0,4.0,0
3156,4.0,6.0,7.0,25.0,7.0,7.0,7.0,6.702148785760289,7.0,7.938142763437336,27.0,6.0,7.0,4.0,4.0,0
3155,4.0,6.0,7.0,25.0,7.0,9.0,8.0,7.66390549144685,7.0,7.414087150813406,27.0,6.0,7.0,4.0,4.0,0
3154,4.0,6.0,7.0,30.0,5.0,10.0,9.0,6.0,9.0,2.0,27.0,6.0,7.0,4.0,4.0,1
3153,4.0,6.0,7.0,23.0,3.0,5.0,6.0,4.0,5.0,5.0,27.0,6.0,7.0,4.0,4.0,0
3152,4.0,6.0,7.0,24.0,7.0,7.0,7.0,7.0,7.0,4.0,27.0,6.0,7.0,4.0,4.0,0
3151,4.0,6.0,7.0,25.0,3.0,6.0,4.0,3.0,3.0,4.781688137580423,27.0,6.0,7.0,4.0,4.0,0
3150,4.0,6.0,7.0,27.0,7.0,8.0,7.0,7.0,8.0,6.0,27.0,6.0,7.0,4.0,4.0,0
3149,4.0,6.0,7.0,24.0,8.0,10.0,10.0,8.0,10.0,7.0,27.0,6.0,7.0,4.0,4.0,1
3148,6.0,5.0,6.0,25.0,6.0,7.0,7.0,7.0,7.0,7.0,25.0,1.0,8.0,5.0,9.0,0
3147,6.0,5.0,6.0,27.0,6.0,6.0,7.0,6.0,6.0,5.0,25.0,1.0,8.0,5.0,9.0,0
3146,6.0,5.0,6.0,28.0,6.0,10.0,10.0,6.0,10.0,10.0,25.0,1.0,8.0,5.0,9.0,0
3145,6.0,5.0,6.0,29.0,5.0,10.0,10.0,6.199562794742352,9.0,6.577501041214962,25.0,1.0,8.0,5.0,9.0,0
3144,6.0,5.0,6.0,28.0,5.0,7.0,6.0,8.0,7.495822241583171,7.582418829423363,25.0,1.0,8.0,5.0,9.0,0
3143,6.0,5.0,6.0,25.0,5.0,10.0,10.0,9.0,9.0,9.0,25.0,1.0,8.0,5.0,9.0,1
3142,6.0,5.0,6.0,23.0,7.0,9.0,10.0,10.0,9.0,7.0,25.0,1.0,8.0,5.0,9.0,0
3141,6.0,5.0,6.0,31.0,9.0,10.0,10.0,10.0,9.0,9.0,25.0,1.0,8.0,5.0,9.0,1
3140,6.0,5.0,6.0,23.0,8.0,8.0,8.0,7.0,6.0,6.0,25.0,1.0,8.0,5.0,9.0,1
3139,6.0,5.0,6.0,26.0,4.0,7.0,9.0,6.0,8.0,8.0,25.0,1.0,8.0,5.0,9.0,0
3138,6.0,5.0,6.0,22.0,3.0,9.0,9.0,7.0,9.0,6.0,25.0,1.0,8.0,5.0,9.0,0
3137,6.0,5.0,6.0,22.0,5.0,9.0,9.0,7.0,8.0,4.0,25.0,1.0,8.0,5.0,9.0,0
3136,6.0,5.0,6.0,25.0,3.0,8.0,8.0,3.0,8.0,3.0,25.0,1.0,8.0,5.0,9.0,0
3135,6.0,5.0,6.0,25.0,6.0,10.0,9.0,8.084205555346104,8.0,7.883570220227565,25.0,1.0,8.0,5.0,9.0,0
3134,6.0,5.0,6.0,30.0,2.0,10.0,8.0,10.0,8.0,7.0,25.0,1.0,8.0,5.0,9.0,0
3133,6.0,5.0,6.0,23.0,3.0,2.0,8.0,4.0,5.0,4.0,25.0,1.0,8.0,5.0,9.0,0
3132,6.0,5.0,6.0,24.0,7.0,7.0,7.0,7.0,7.0,5.0,25.0,1.0,8.0,5.0,9.0,0
3131,6.0,5.0,6.0,25.0,4.0,4.0,3.0,3.0,3.0,6.377210403617478,25.0,1.0,8.0,5.0,9.0,0
3130,6.0,5.0,6.0,27.0,5.0,10.0,9.0,8.0,9.0,6.0,25.0,1.0,8.0,5.0,9.0,0
3129,6.0,5.0,6.0,24.0,6.0,10.0,10.0,9.0,10.0,7.0,25.0,1.0,8.0,5.0,9.0,0
3128,2.0,3.0,7.0,25.0,8.0,8.0,8.0,8.0,10.0,8.0,26.0,1.0,6.0,7.0,10.0,0
3127,2.0,3.0,7.0,27.0,8.0,8.0,9.0,8.0,9.0,6.0,26.0,1.0,6.0,7.0,10.0,1
3126,2.0,3.0,7.0,28.0,6.0,10.0,9.0,10.0,7.0,7.0,26.0,1.0,6.0,7.0,10.0,1
3125,2.0,3.0,7.0,29.0,9.0,8.0,5.0,8.3454315550024,8.3454315550024,8.6908631100048,26.0,1.0,6.0,7.0,10.0,0
3124,2.0,3.0,7.0,28.0,6.0,5.0,8.352515046817043,8.352515046817043,8.352515046817043,8.705030093634084,26.0,1.0,6.0,7.0,10.0,0
3123,2.0,3.0,7.0,25.0,8.0,9.0,9.0,9.0,9.0,9.0,26.0,1.0,6.0,7.0,10.0,1
3122,2.0,3.0,7.0,23.0,9.0,9.0,9.0,10.0,9.0,8.0,26.0,1.0,6.0,7.0,10.0,1
3121,2.0,3.0,7.0,31.0,7.0,7.0,7.0,7.0,7.0,9.01791276504298,26.0,1.0,6.0,7.0,10.0,0
3120,2.0,3.0,7.0,23.0,6.0,6.0,6.0,6.0,6.0,6.0,26.0,1.0,6.0,7.0,10.0,0
3119,2.0,3.0,7.0,26.0,7.0,8.0,9.0,8.0,8.0,8.0,26.0,1.0,6.0,7.0,10.0,0
3118,2.0,3.0,7.0,22.0,8.0,6.0,9.0,8.0,8.0,6.117918465843627,26.0,1.0,6.0,7.0,10.0,0
3117,2.0,3.0,7.0,22.0,8.0,8.0,9.0,7.0,8.0,5.0,26.0,1.0,6.0,7.0,10.0,0
3116,2.0,3.0,7.0,25.0,7.0,8.0,8.352440717059618,8.352440717059618,8.352440717059618,8.704881434119237,26.0,1.0,6.0,7.0,10.0,0
3115,2.0,3.0,7.0,25.0,7.0,9.0,8.0,8.0,8.0,8.701089008354352,26.0,1.0,6.0,7.0,10.0,0
3114,2.0,3.0,7.0,30.0,9.0,10.0,10.0,10.0,9.0,10.0,26.0,1.0,6.0,7.0,10.0,1
3113,2.0,3.0,7.0,23.0,5.0,4.0,5.0,4.0,4.0,4.0,26.0,1.0,6.0,7.0,10.0,0
3112,2.0,3.0,7.0,24.0,7.0,7.0,8.0,6.0,7.0,4.0,26.0,1.0,6.0,7.0,10.0,0
3111,2.0,3.0,7.0,25.0,6.0,7.0,7.0,7.0,7.0,8.0,26.0,1.0,6.0,7.0,10.0,1
3110,2.0,3.0,7.0,27.0,9.0,10.0,9.0,9.0,8.0,9.0,26.0,1.0,6.0,7.0,10.0,0
3109,2.0,3.0,7.0,24.0,8.0,9.0,8.0,7.0,8.0,6.0,26.0,1.0,6.0,7.0,10.0,0
3108,2.0,4.0,2.0,25.0,7.0,8.0,9.0,6.0,9.0,5.0,24.0,9.0,7.0,8.0,8.0,0
3107,2.0,4.0,2.0,27.0,6.0,7.0,7.0,6.0,8.0,5.0,24.0,9.0,7.0,8.0,8.0,0
3106,2.0,4.0,2.0,28.0,3.0,7.0,10.0,3.0,10.0,5.0,24.0,9.0,7.0,8.0,8.0,0
3105,2.0,4.0,2.0,29.0,6.0,10.0,7.615727950463735,8.999999999999998,8.675304769459009,8.280167564369144,24.0,9.0,7.0,8.0,8.0,0
3104,2.0,4.0,2.0,28.0,5.0,7.985129090077854,5.0,7.297758990564593,7.649738393785458,5.650644000959511,24.0,9.0,7.0,8.0,8.0,0
3103,2.0,4.0,2.0,25.0,5.0,8.0,10.0,8.0,8.0,5.0,24.0,9.0,7.0,8.0,8.0,0
3102,2.0,4.0,2.0,23.0,6.0,9.0,8.0,6.0,8.0,3.0,24.0,9.0,7.0,8.0,8.0,0
3101,2.0,4.0,2.0,31.0,7.0,7.0,7.0,7.0,7.0,7.0,24.0,9.0,7.0,8.0,8.0,1
3100,2.0,4.0,2.0,23.0,5.0,8.0,8.0,6.0,6.0,5.0,24.0,9.0,7.0,8.0,8.0,0
3099,2.0,4.0,2.0,26.0,5.0,7.0,9.0,5.0,9.0,5.0,24.0,9.0,7.0,8.0,8.0,0
3098,2.0,4.0,2.0,22.0,7.0,5.0,10.0,7.0,10.0,6.226647243889049,24.0,9.0,7.0,8.0,8.0,0
3097,2.0,4.0,2.0,22.0,6.0,8.0,9.0,6.0,8.0,7.0,24.0,9.0,7.0,8.0,8.0,0
3096,2.0,4.0,2.0,25.0,2.0,8.0,7.998668418075456,1.0,8.353054251253985,1.0,24.0,9.0,7.0,8.0,8.0,0
3095,2.0,4.0,2.0,25.0,6.0,7.0,9.0,5.0,9.0,8.286097067032351,24.0,9.0,7.0,8.0,8.0,0
3094,2.0,4.0,2.0,30.0,4.0,9.0,9.0,4.0,9.0,4.0,24.0,9.0,7.0,8.0,8.0,0
3093,2.0,4.0,2.0,23.0,5.0,4.0,5.0,5.0,4.0,5.0,24.0,9.0,7.0,8.0,8.0,0
3092,2.0,4.0,2.0,24.0,7.0,8.0,7.0,6.0,8.0,3.0,24.0,9.0,7.0,8.0,8.0,0
3091,2.0,4.0,2.0,25.0,2.0,3.0,3.0,2.0,5.557610573277501,3.258209757879288,24.0,9.0,7.0,8.0,8.0,0
3090,2.0,4.0,2.0,27.0,6.0,10.0,10.0,5.0,9.0,6.0,24.0,9.0,7.0,8.0,8.0,0
3089,2.0,4.0,2.0,24.0,8.0,9.0,10.0,7.0,10.0,7.0,24.0,9.0,7.0,8.0,8.0,0
3088,2.0,4.0,2.0,25.0,8.0,8.0,9.0,8.0,10.0,8.0,26.0,8.0,2.0,10.0,10.0,1
3087,2.0,4.0,2.0,27.0,7.0,10.0,10.0,7.0,10.0,5.0,26.0,8.0,2.0,10.0,10.0,1
3086,2.0,4.0,2.0,28.0,5.0,7.0,9.0,5.0,9.0,4.0,26.0,8.0,2.0,10.0,10.0,0
3085,2.0,4.0,2.0,29.0,9.0,7.339447282358386,9.0,1.0,6.673284760772703,7.004145917673155,26.0,8.0,2.0,10.0,10.0,0
3084,2.0,4.0,2.0,28.0,6.0,6.0,9.0,8.015508002044033,9.0,7.060410894912513,26.0,8.0,2.0,10.0,10.0,0
3083,2.0,4.0,2.0,25.0,6.0,8.0,8.0,8.0,8.0,8.0,26.0,8.0,2.0,10.0,10.0,1
3082,2.0,4.0,2.0,23.0,7.0,8.0,10.0,7.0,9.0,7.0,26.0,8.0,2.0,10.0,10.0,0
3081,2.0,4.0,2.0,31.0,9.0,5.0,9.0,6.0,6.0,5.0,26.0,8.0,2.0,10.0,10.0,0
3080,2.0,4.0,2.0,23.0,10.0,10.0,10.0,7.0,9.0,6.0,26.0,8.0,2.0,10.0,10.0,0
3079,2.0,4.0,2.0,26.0,9.0,8.0,10.0,8.0,10.0,7.0,26.0,8.0,2.0,10.0,10.0,0
3078,2.0,4.0,2.0,22.0,10.0,7.0,9.0,10.0,10.0,7.0,26.0,8.0,2.0,10.0,10.0,0
3077,2.0,4.0,2.0,22.0,9.0,8.0,9.0,8.0,10.0,7.0,26.0,8.0,2.0,10.0,10.0,1
3076,2.0,4.0,2.0,25.0,7.0,8.0,10.0,4.516030866555128,9.0,7.060994793884394,26.0,8.0,2.0,10.0,10.0,0
3075,2.0,4.0,2.0,25.0,8.0,10.0,10.0,8.0,10.0,7.060374847500187,26.0,8.0,2.0,10.0,10.0,1
3074,2.0,4.0,2.0,30.0,9.0,9.0,9.0,8.0,9.0,8.0,26.0,8.0,2.0,10.0,10.0,1
3073,2.0,4.0,2.0,23.0,6.0,5.0,7.0,5.0,5.0,6.0,26.0,8.0,2.0,10.0,10.0,0
3072,2.0,4.0,2.0,24.0,8.0,9.0,9.0,7.0,9.0,4.0,26.0,8.0,2.0,10.0,10.0,1
3071,2.0,4.0,2.0,25.0,6.0,8.0,7.0,6.0,7.0,9.0,26.0,8.0,2.0,10.0,10.0,0
3070,2.0,4.0,2.0,27.0,9.0,6.0,10.0,7.0,9.0,6.0,26.0,8.0,2.0,10.0,10.0,1
3069,2.0,4.0,2.0,24.0,8.0,8.0,10.0,7.0,10.0,9.0,26.0,8.0,2.0,10.0,10.0,0
3068,2.0,5.0,7.0,25.0,6.0,8.0,9.0,7.0,7.0,7.0,27.0,7.0,1.0,6.0,5.0,0
3067,2.0,5.0,7.0,27.0,6.0,7.0,8.0,7.0,8.0,7.0,27.0,7.0,1.0,6.0,5.0,0
3066,2.0,5.0,7.0,28.0,4.0,9.0,10.0,7.0,10.0,6.0,27.0,7.0,1.0,6.0,5.0,0
3065,2.0,5.0,7.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,7.0,1.0,6.0,5.0,0
3064,2.0,5.0,7.0,28.0,5.0,6.0,7.0,8.0,6.665817569776662,5.6330609593880725,27.0,7.0,1.0,6.0,5.0,0
3063,2.0,5.0,7.0,25.0,5.0,5.0,10.0,5.0,5.0,5.0,27.0,7.0,1.0,6.0,5.0,0
3062,2.0,5.0,7.0,23.0,3.0,8.0,8.0,9.0,4.0,5.0,27.0,7.0,1.0,6.0,5.0,0
3061,2.0,5.0,7.0,31.0,2.0,8.0,8.0,7.0,8.0,5.0,27.0,7.0,1.0,6.0,5.0,0
3060,2.0,5.0,7.0,23.0,2.0,8.0,4.0,4.0,7.0,2.0,27.0,7.0,1.0,6.0,5.0,0
3059,2.0,5.0,7.0,26.0,3.0,8.0,10.0,6.0,10.0,7.0,27.0,7.0,1.0,6.0,5.0,0
3058,2.0,5.0,7.0,22.0,2.0,5.0,6.0,5.0,7.0,4.0,27.0,7.0,1.0,6.0,5.0,0
3057,2.0,5.0,7.0,22.0,5.0,8.0,7.0,8.0,9.0,7.0,27.0,7.0,1.0,6.0,5.0,0
3056,2.0,5.0,7.0,25.0,3.0,8.0,8.0,7.0,6.660486426059377,5.624893282991693,27.0,7.0,1.0,6.0,5.0,0
3055,2.0,5.0,7.0,25.0,3.0,7.0,7.0,6.0,6.965870081996546,5.61666759395068,27.0,7.0,1.0,6.0,5.0,0
3054,2.0,5.0,7.0,30.0,1.0,6.0,6.0,6.0,7.0,2.0,27.0,7.0,1.0,6.0,5.0,0
3053,2.0,5.0,7.0,23.0,3.0,4.0,5.0,6.0,6.0,7.0,27.0,7.0,1.0,6.0,5.0,0
3052,2.0,5.0,7.0,24.0,7.0,6.0,7.0,7.0,7.0,4.0,27.0,7.0,1.0,6.0,5.0,0
3051,2.0,5.0,7.0,25.0,2.0,3.0,5.0,5.0,2.8755527550912467,4.472915893404972,27.0,7.0,1.0,6.0,5.0,0
3050,2.0,5.0,7.0,27.0,5.0,8.0,7.0,6.0,8.0,6.0,27.0,7.0,1.0,6.0,5.0,0
3049,2.0,5.0,7.0,24.0,4.0,8.0,8.0,6.0,8.0,5.0,27.0,7.0,1.0,6.0,5.0,0
3048,4.0,4.0,7.0,25.0,6.0,9.0,9.0,7.0,9.0,6.0,26.0,3.0,6.0,2.0,7.0,0
3047,4.0,4.0,7.0,27.0,7.0,6.0,8.0,7.0,8.0,7.0,26.0,3.0,6.0,2.0,7.0,1
3046,4.0,4.0,7.0,28.0,4.0,7.0,8.0,5.0,10.0,7.0,26.0,3.0,6.0,2.0,7.0,0
3045,4.0,4.0,7.0,29.0,7.0,8.0,8.0,9.0,9.0,10.0,26.0,3.0,6.0,2.0,7.0,1
3044,4.0,4.0,7.0,28.0,8.0,8.322096562911824,8.0,8.0,8.0,7.355806874176353,26.0,3.0,6.0,2.0,7.0,0
3043,4.0,4.0,7.0,25.0,10.0,10.0,10.0,10.0,10.0,10.0,26.0,3.0,6.0,2.0,7.0,1
3042,4.0,4.0,7.0,23.0,6.0,9.0,10.0,8.0,10.0,7.0,26.0,3.0,6.0,2.0,7.0,0
3041,4.0,4.0,7.0,31.0,7.0,7.0,7.0,7.0,7.0,7.0,26.0,3.0,6.0,2.0,7.0,0
3040,4.0,4.0,7.0,23.0,10.0,8.0,8.0,8.0,8.0,8.0,26.0,3.0,6.0,2.0,7.0,0
3039,4.0,4.0,7.0,26.0,7.0,7.0,9.0,8.0,8.0,6.0,26.0,3.0,6.0,2.0,7.0,0
3038,4.0,4.0,7.0,22.0,7.0,6.0,6.0,8.0,8.0,7.0,26.0,3.0,6.0,2.0,7.0,0
3037,4.0,4.0,7.0,22.0,7.0,8.0,7.0,8.0,9.0,7.0,26.0,3.0,6.0,2.0,7.0,0
3036,4.0,4.0,7.0,25.0,7.0,8.0,8.0,8.0,8.0,7.0,26.0,3.0,6.0,2.0,7.0,0
